State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
VA,102,510,398-5788,0,0,0,174.500000,79,29.670000,236.800000,136,20.130000,270.400000,110,12.170000,8.500000,5,2.300000,0,False.
NH,130,408,390-4003,0,0,0,68.400000,86,11.630000,193.300000,110,16.430000,171.500000,139,7.720000,10.400000,4,2.810000,0,False.
OK,91,408,332-8103,0,1,31,273.000000,78,46.410000,215.500000,98,18.320000,104.700000,114,4.710000,9.600000,2,2.590000,1,False.
CT,64,415,406-9926,1,0,0,225.300000,134,38.300000,108.200000,87,9.200000,139.600000,132,6.280000,17.300000,9,4.670000,1,True.
TN,176,415,418-2402,0,1,23,283.200000,130,48.140000,162.600000,74,13.820000,177.700000,104,8.000000,7.200000,6,1.940000,1,False.
MD,93,510,384-3299,1,0,0,131.400000,78,22.340000,219.700000,106,18.670000,155.700000,103,7.010000,11.100000,2,3.000000,1,True.
WI,84,510,378-9090,0,1,12,89.700000,87,15.250000,138.600000,73,11.780000,165.800000,114,7.460000,10.700000,2,2.890000,1,False.
SD,138,510,350-6473,0,0,0,127.100000,102,21.610000,247.700000,106,21.050000,207.700000,75,9.350000,5.000000,3,1.350000,3,False.
ND,101,415,379-4583,0,1,28,105.900000,132,18.000000,231.700000,107,19.690000,281.300000,120,12.660000,10.700000,5,2.890000,1,False.
VA,136,408,411-5078,0,0,0,142.300000,79,24.190000,158.000000,113,13.430000,177.500000,75,7.990000,6.000000,11,1.620000,2,False.
UT,111,510,347-4982,0,0,0,191.300000,80,32.520000,138.500000,94,11.770000,246.000000,107,11.070000,6.400000,3,1.730000,2,False.
MA,132,408,341-9274,0,1,36,201.900000,93,34.320000,156.300000,75,13.290000,131.300000,92,5.910000,13.700000,5,3.700000,0,False.
SD,128,415,353-7461,0,0,0,247.300000,91,42.040000,182.700000,60,15.530000,143.200000,112,6.440000,14.700000,2,3.970000,3,False.
AL,92,408,371-7366,0,1,38,242.200000,96,41.170000,159.700000,144,13.570000,210.000000,108,9.450000,8.900000,1,2.400000,1,False.
AL,197,415,395-7923,1,0,0,127.300000,80,21.640000,222.300000,115,18.900000,173.900000,95,7.830000,13.700000,5,3.700000,5,True.
WV,191,408,351-8398,0,0,0,162.000000,104,27.540000,241.200000,120,20.500000,210.400000,83,9.470000,10.900000,7,2.940000,1,False.
SC,99,415,329-2204,0,1,33,179.100000,93,30.450000,238.300000,102,20.260000,165.700000,96,7.460000,10.600000,1,2.860000,2,False.
FL,106,415,407-7507,0,1,31,197.400000,125,33.560000,123.400000,110,10.490000,115.600000,101,5.200000,12.300000,4,3.320000,3,False.
KY,88,415,405-8075,0,0,0,148.200000,82,25.190000,308.700000,67,26.240000,235.400000,79,10.590000,6.400000,4,1.730000,2,False.
UT,78,415,390-9698,0,0,0,193.100000,85,32.830000,172.100000,105,14.630000,129.600000,119,5.830000,10.200000,1,2.750000,0,False.
NY,98,408,403-4917,0,0,0,171.700000,99,29.190000,174.800000,87,14.860000,189.600000,130,8.530000,7.800000,6,2.110000,1,False.
MS,17,408,391-6709,0,1,35,198.500000,123,33.750000,270.600000,74,23.000000,209.900000,130,9.450000,8.100000,10,2.190000,1,False.
NH,56,415,389-5988,0,1,24,121.700000,87,20.690000,184.000000,76,15.640000,266.600000,98,12.000000,12.700000,3,3.430000,1,False.
VA,84,415,372-1534,0,0,0,130.200000,105,22.130000,278.000000,60,23.630000,305.400000,74,13.740000,14.000000,6,3.780000,2,False.
VT,95,510,395-6369,0,0,0,203.400000,96,34.580000,168.600000,61,14.330000,173.000000,105,7.790000,13.700000,3,3.700000,2,False.
WY,16,415,400-3197,0,0,0,174.700000,83,29.700000,280.800000,122,23.870000,171.700000,80,7.730000,10.500000,8,2.840000,5,False.
NV,76,510,377-4169,1,0,0,241.000000,120,40.970000,231.800000,96,19.700000,220.200000,67,9.910000,9.900000,1,2.670000,1,True.
WV,93,415,384-5343,0,0,0,141.700000,95,24.090000,221.000000,100,18.790000,227.100000,71,10.220000,10.200000,3,2.750000,0,False.
WA,83,408,338-4472,0,0,0,134.800000,96,22.920000,167.200000,78,14.210000,161.500000,123,7.270000,7.700000,5,2.080000,2,False.
KS,123,415,332-2126,0,0,0,163.100000,119,27.730000,249.400000,51,21.200000,168.200000,77,7.570000,9.000000,10,2.430000,1,False.
VT,64,408,349-2157,0,0,0,145.500000,116,24.740000,228.400000,110,19.410000,273.400000,91,12.300000,8.900000,8,2.400000,1,False.
OK,82,510,393-4823,0,0,0,329.800000,73,56.070000,208.300000,120,17.710000,267.100000,102,12.020000,10.600000,6,2.860000,0,True.
GA,107,510,385-2683,0,0,0,194.500000,97,33.070000,186.300000,131,15.840000,178.300000,106,8.020000,12.700000,1,3.430000,2,False.
CO,110,510,345-8350,0,0,0,131.900000,93,22.420000,272.700000,106,23.180000,192.800000,105,8.680000,7.100000,4,1.920000,1,False.
AK,96,408,334-4506,0,1,29,150.000000,91,25.500000,159.400000,75,13.550000,228.100000,55,10.260000,8.500000,3,2.300000,1,False.
TN,47,415,332-3544,0,1,30,196.600000,93,33.420000,241.400000,140,20.520000,226.000000,118,10.170000,12.900000,4,3.480000,2,False.
KY,115,510,380-5102,0,0,0,99.700000,107,16.950000,145.100000,96,12.330000,149.400000,99,6.720000,14.100000,4,3.810000,2,False.
PA,69,415,395-6149,0,0,0,143.600000,88,24.410000,141.800000,86,12.050000,194.000000,83,8.730000,10.800000,5,2.920000,3,False.
CT,163,408,398-8122,0,1,40,231.900000,56,39.420000,211.800000,91,18.000000,268.500000,74,12.080000,12.300000,3,3.320000,2,False.
CT,90,415,334-4438,0,0,0,37.800000,80,6.430000,155.300000,105,13.200000,175.000000,111,7.880000,14.200000,5,3.830000,3,False.
MN,98,415,384-7459,0,0,0,72.800000,107,12.380000,186.400000,103,15.840000,175.300000,110,7.890000,10.500000,4,2.840000,3,False.
WY,90,408,368-3931,0,1,39,94.800000,89,16.120000,219.100000,91,18.620000,197.400000,65,8.880000,11.400000,5,3.080000,1,False.
PA,174,415,353-1352,0,1,15,221.800000,143,37.710000,210.600000,115,17.900000,221.800000,109,9.980000,12.400000,9,3.350000,1,False.
OR,95,415,348-5725,0,0,0,269.000000,120,45.730000,233.700000,120,19.860000,179.300000,61,8.070000,7.300000,4,1.970000,2,True.
PA,79,415,365-2008,0,0,0,268.300000,114,45.610000,185.500000,111,15.770000,264.600000,88,11.910000,6.300000,7,1.700000,1,True.
OK,123,415,393-3635,0,1,27,198.700000,127,33.780000,249.000000,105,21.170000,173.200000,124,7.790000,12.500000,5,3.380000,1,False.
VT,99,415,380-8727,0,0,0,115.500000,75,19.640000,218.100000,111,18.540000,254.900000,98,11.470000,11.500000,7,3.110000,7,True.
ID,114,415,381-2376,0,0,0,202.100000,100,34.360000,195.700000,102,16.630000,291.800000,120,13.130000,13.300000,5,3.590000,2,False.
PA,141,510,365-8114,0,0,0,215.600000,113,36.650000,200.600000,81,17.050000,153.800000,107,6.920000,12.400000,6,3.350000,1,False.
NM,132,408,415-5008,0,0,0,169.900000,107,28.880000,209.400000,121,17.800000,206.100000,79,9.270000,11.500000,2,3.110000,1,False.
FL,133,510,392-8318,0,0,0,201.700000,85,34.290000,169.400000,116,14.400000,286.300000,80,12.880000,6.000000,4,1.620000,0,False.
TX,133,408,401-4007,0,0,0,221.100000,133,37.590000,160.200000,140,13.620000,161.800000,84,7.280000,8.400000,3,2.270000,4,False.
VT,93,510,338-7709,0,1,32,218.700000,117,37.180000,115.000000,61,9.780000,192.700000,85,8.670000,9.400000,5,2.540000,2,False.
MA,34,415,374-1981,0,0,0,293.700000,89,49.930000,272.500000,71,23.160000,178.200000,76,8.020000,11.000000,10,2.970000,2,True.
OR,140,415,333-5101,0,0,0,120.300000,108,20.450000,240.400000,84,20.430000,216.400000,74,9.740000,7.700000,3,2.080000,4,True.
DE,96,415,345-3734,0,1,26,175.800000,96,29.890000,206.600000,84,17.560000,178.000000,105,8.010000,11.100000,2,3.000000,2,False.
FL,144,510,384-5004,0,0,0,278.500000,95,47.350000,240.700000,90,20.460000,120.000000,90,5.400000,11.600000,5,3.130000,1,True.
ID,24,408,341-9396,0,1,29,236.300000,105,40.170000,190.800000,114,16.220000,129.000000,105,5.810000,7.200000,2,1.940000,3,False.
MD,54,415,408-6302,0,0,0,273.800000,113,46.550000,119.600000,156,10.170000,267.600000,117,12.040000,11.700000,3,3.160000,1,False.
WV,50,408,348-7193,0,0,0,131.100000,129,22.290000,160.500000,94,13.640000,206.900000,88,9.310000,5.600000,9,1.510000,5,True.
ID,92,415,417-4063,0,1,23,167.400000,83,28.460000,258.600000,129,21.980000,116.400000,110,5.240000,11.200000,3,3.020000,4,False.
NV,96,408,375-6911,0,0,0,197.700000,68,33.610000,250.500000,53,21.290000,181.200000,67,8.150000,10.500000,3,2.840000,3,False.
OH,146,415,358-3604,0,0,0,169.500000,93,28.820000,230.900000,71,19.630000,269.800000,115,12.140000,9.000000,7,2.430000,2,False.
ID,138,415,339-7485,1,1,17,225.200000,116,38.280000,173.400000,88,14.740000,145.800000,99,6.560000,11.700000,4,3.160000,0,False.
SC,102,408,368-3078,0,0,0,174.500000,73,29.670000,213.700000,114,18.160000,164.700000,116,7.410000,10.300000,5,2.780000,4,False.
MO,76,510,418-7055,0,0,0,129.700000,84,22.050000,177.500000,80,15.090000,228.900000,87,10.300000,7.500000,3,2.030000,5,True.
NE,99,415,386-9981,0,0,0,200.000000,66,34.000000,107.900000,104,9.170000,233.700000,82,10.520000,11.400000,2,3.080000,3,False.
NC,83,510,366-2541,0,1,36,95.900000,87,16.300000,261.600000,105,22.240000,228.600000,109,10.290000,13.300000,4,3.590000,0,False.
ME,36,510,335-3110,0,1,25,152.800000,110,25.980000,242.800000,67,20.640000,147.400000,74,6.630000,9.100000,2,2.460000,1,False.
MI,70,510,400-7809,0,0,0,129.900000,102,22.080000,208.700000,133,17.740000,231.400000,93,10.410000,14.300000,3,3.860000,1,False.
AZ,109,415,404-3106,1,0,0,268.400000,85,45.630000,150.600000,131,12.800000,297.900000,84,13.410000,9.700000,8,2.620000,2,True.
AZ,100,415,333-2337,0,0,0,188.500000,152,32.050000,148.300000,115,12.610000,179.800000,88,8.090000,15.200000,5,4.100000,2,False.
HI,104,408,353-6482,0,0,0,170.600000,97,29.000000,162.100000,111,13.780000,210.700000,131,9.480000,6.100000,1,1.650000,1,False.
NJ,106,415,397-8162,0,0,0,191.400000,124,32.540000,200.700000,116,17.060000,230.100000,76,10.350000,8.200000,3,2.210000,1,False.
MS,84,510,380-6722,0,0,0,75.300000,96,12.800000,179.900000,113,15.290000,193.800000,134,8.720000,12.300000,1,3.320000,1,False.
MA,80,510,329-2918,0,0,0,149.800000,123,25.470000,276.300000,75,23.490000,241.400000,75,10.860000,10.900000,7,2.940000,2,False.
SC,100,510,348-8022,0,0,0,115.900000,87,19.700000,111.300000,56,9.460000,170.200000,77,7.660000,7.100000,4,1.920000,1,False.
MN,99,408,388-4459,0,0,0,128.800000,86,21.900000,203.900000,105,17.330000,282.600000,131,12.720000,14.100000,4,3.810000,2,False.
WV,50,510,358-3114,0,0,0,131.700000,108,22.390000,216.500000,103,18.400000,196.100000,126,8.820000,11.000000,5,2.970000,1,False.
MS,105,415,343-9654,0,0,0,101.400000,48,17.240000,159.100000,119,13.520000,259.200000,53,11.660000,12.200000,2,3.290000,1,False.
VA,113,415,401-9909,0,1,23,149.000000,104,25.330000,235.800000,67,20.040000,201.800000,76,9.080000,9.500000,5,2.570000,4,False.
MS,111,415,404-9978,0,1,36,96.800000,123,16.460000,170.600000,105,14.500000,166.000000,85,7.470000,13.400000,4,3.620000,2,False.
NM,161,408,397-8011,0,0,0,107.500000,121,18.280000,256.400000,46,21.790000,247.200000,131,11.120000,12.600000,3,3.400000,2,False.
TX,70,415,341-8719,0,0,0,232.800000,95,39.580000,303.400000,111,25.790000,255.600000,104,11.500000,12.900000,7,3.480000,0,True.
HI,97,415,408-1242,0,1,43,121.100000,105,20.590000,260.200000,115,22.120000,222.400000,100,10.010000,8.300000,5,2.240000,3,False.
WA,130,510,406-7726,0,0,0,124.300000,70,21.130000,270.700000,99,23.010000,239.500000,83,10.780000,3.500000,6,0.950000,0,False.
WI,92,415,351-2773,0,0,0,157.700000,101,26.810000,298.600000,100,25.380000,216.900000,99,9.760000,13.800000,3,3.730000,1,False.
CO,119,408,368-6174,0,0,0,124.300000,68,21.130000,207.100000,88,17.600000,157.400000,93,7.080000,14.800000,1,4.000000,0,False.
NV,115,415,334-5029,0,0,0,286.400000,125,48.690000,205.700000,74,17.480000,191.400000,141,8.610000,6.900000,6,1.860000,1,True.
RI,134,415,413-1789,0,0,0,141.700000,95,24.090000,205.600000,101,17.480000,218.500000,60,9.830000,8.800000,6,2.380000,0,False.
VA,127,408,414-1246,0,1,25,173.000000,91,29.410000,245.800000,64,20.890000,300.000000,99,13.500000,4.800000,3,1.300000,0,False.
NJ,80,415,330-4978,0,0,0,268.700000,120,45.680000,301.000000,147,25.590000,167.000000,140,7.520000,5.800000,1,1.570000,2,True.
ND,153,415,386-1631,0,1,31,218.500000,130,37.150000,134.200000,103,11.410000,118.900000,105,5.350000,9.400000,6,2.540000,0,False.
MN,85,415,363-1208,0,0,0,255.300000,114,43.400000,194.600000,83,16.540000,276.600000,78,12.450000,3.700000,5,1.000000,3,False.
HI,79,415,334-5263,0,0,0,41.900000,124,7.120000,211.000000,95,17.940000,237.900000,55,10.710000,11.400000,5,3.080000,1,False.
ND,35,415,361-4137,0,0,0,260.800000,87,44.340000,258.100000,78,21.940000,131.300000,123,5.910000,5.800000,2,1.570000,1,False.
WI,120,408,374-8187,0,1,26,239.400000,94,40.700000,259.400000,88,22.050000,238.000000,132,10.710000,7.700000,3,2.080000,0,False.
MN,68,510,370-1525,0,0,0,226.700000,94,38.540000,168.400000,129,14.310000,188.700000,117,8.490000,10.200000,1,2.750000,0,False.
DC,60,408,355-3801,0,0,0,179.300000,147,30.480000,208.900000,89,17.760000,248.200000,98,11.170000,13.500000,6,3.650000,1,True.
KS,120,510,392-5605,0,0,0,158.000000,110,26.860000,197.000000,103,16.750000,154.900000,132,6.970000,10.000000,5,2.700000,1,False.
MT,71,510,363-1366,0,1,23,175.700000,82,29.870000,258.900000,136,22.010000,268.400000,154,12.080000,14.100000,7,3.810000,1,False.
WV,124,415,358-5274,0,0,0,157.400000,107,26.760000,167.800000,112,14.260000,188.800000,102,8.500000,8.800000,3,2.380000,3,False.
ME,23,510,376-9607,0,0,0,113.100000,74,19.230000,168.800000,95,14.350000,262.900000,126,11.830000,6.900000,2,1.860000,1,True.
WY,225,415,374-1213,0,0,0,182.700000,142,31.060000,246.500000,63,20.950000,218.000000,103,9.810000,8.800000,2,2.380000,1,False.
NY,181,415,421-8537,1,0,0,161.300000,83,27.420000,124.400000,83,10.570000,262.000000,98,11.790000,14.100000,3,3.810000,0,True.
VT,63,415,351-5576,0,0,0,142.500000,92,24.230000,208.300000,102,17.710000,228.900000,120,10.300000,7.500000,2,2.030000,2,False.
NC,54,415,407-7258,1,0,0,190.500000,108,32.390000,259.700000,108,22.070000,141.500000,111,6.370000,9.700000,2,2.620000,2,True.
MO,80,408,405-4420,1,1,15,159.300000,110,27.080000,170.600000,120,14.500000,141.200000,82,6.350000,11.900000,5,3.210000,1,False.
NC,118,408,340-2855,1,1,39,153.800000,106,26.150000,123.300000,111,10.480000,117.800000,103,5.300000,9.200000,6,2.480000,1,False.
NJ,42,408,342-8002,1,0,0,180.700000,127,30.720000,174.600000,94,14.840000,165.300000,114,7.440000,12.000000,6,3.240000,2,False.
OH,134,408,355-6826,0,0,0,202.700000,105,34.460000,224.900000,90,19.120000,253.900000,108,11.430000,12.100000,7,3.270000,0,False.
TX,66,415,402-3886,0,1,35,190.800000,100,32.440000,261.300000,93,22.210000,209.500000,108,9.430000,8.900000,6,2.400000,0,False.
WA,66,415,336-5900,0,0,0,205.100000,102,34.870000,232.700000,109,19.780000,259.900000,95,11.700000,9.200000,6,2.480000,2,False.
TN,127,415,339-7684,0,1,28,235.600000,124,40.050000,236.800000,113,20.130000,241.200000,127,10.850000,7.700000,2,2.080000,1,False.
HI,146,510,390-2433,0,0,0,189.300000,77,32.180000,155.900000,128,13.250000,186.000000,83,8.370000,7.400000,3,2.000000,0,False.
WY,93,408,360-7246,0,1,42,166.900000,101,28.370000,273.200000,84,23.220000,171.000000,106,7.690000,11.500000,1,3.110000,1,False.
CT,77,415,335-6508,0,0,0,245.200000,87,41.680000,254.100000,83,21.600000,239.400000,91,10.770000,7.500000,4,2.030000,0,True.
NM,111,415,348-6720,0,0,0,132.600000,125,22.540000,221.100000,67,18.790000,127.900000,101,5.760000,12.700000,2,3.430000,4,True.
NJ,125,415,406-6400,0,0,0,182.300000,64,30.990000,139.800000,121,11.880000,171.600000,96,7.720000,11.600000,7,3.130000,2,False.
AL,115,510,390-7370,0,1,14,192.300000,86,32.690000,88.700000,90,7.540000,229.400000,120,10.320000,10.500000,3,2.840000,2,False.
MN,115,510,390-5055,1,0,0,122.000000,110,20.740000,220.200000,100,18.720000,179.700000,124,8.090000,10.800000,2,2.920000,2,True.
NC,114,408,405-7542,0,0,0,193.000000,101,32.810000,250.000000,81,21.250000,133.300000,79,6.000000,9.600000,2,2.590000,2,False.
OH,106,415,364-4927,0,0,0,158.600000,112,26.960000,220.000000,114,18.700000,252.900000,106,11.380000,9.100000,3,2.460000,0,False.
ND,118,415,329-3458,0,1,39,91.500000,125,15.560000,219.900000,113,18.690000,229.000000,99,10.310000,12.700000,8,3.430000,2,False.
CO,59,510,331-3842,0,0,0,153.600000,92,26.110000,205.500000,88,17.470000,114.500000,89,5.150000,12.500000,10,3.380000,1,False.
ND,87,415,343-4147,1,1,40,221.600000,79,37.670000,157.100000,74,13.350000,222.400000,124,10.010000,11.500000,3,3.110000,1,False.
NY,21,415,335-2274,0,0,0,244.700000,81,41.600000,168.000000,117,14.280000,281.500000,87,12.670000,6.600000,1,1.780000,1,False.
WI,142,408,343-3227,0,1,24,239.800000,103,40.770000,285.900000,65,24.300000,256.700000,106,11.550000,9.500000,4,2.570000,0,False.
WY,62,415,336-6907,0,0,0,172.400000,132,29.310000,230.500000,100,19.590000,228.200000,109,10.270000,11.000000,5,2.970000,0,False.
OR,149,415,331-1391,0,0,0,242.500000,83,41.230000,245.400000,97,20.860000,219.600000,80,9.880000,10.000000,3,2.700000,3,True.
CO,54,510,360-1643,0,1,39,117.600000,82,19.990000,159.200000,60,13.530000,236.400000,113,10.640000,11.300000,10,3.050000,2,False.
LA,112,510,410-2518,0,0,0,174.500000,127,29.670000,259.300000,71,22.040000,170.500000,120,7.670000,11.300000,7,3.050000,1,False.
AL,68,510,344-4970,0,0,0,157.300000,83,26.740000,220.900000,85,18.780000,218.900000,129,9.850000,12.000000,7,3.240000,1,False.
TX,201,415,408-1486,0,1,21,192.000000,97,32.640000,239.100000,81,20.320000,116.100000,125,5.220000,15.100000,3,4.080000,1,False.
PA,88,510,396-1648,0,0,0,218.200000,76,37.090000,169.300000,60,14.390000,141.100000,99,6.350000,8.000000,1,2.160000,1,False.
IL,85,415,391-2022,0,1,29,144.600000,97,24.580000,140.000000,102,11.900000,165.400000,148,7.440000,10.900000,3,2.940000,1,False.
DE,51,415,420-6465,1,0,0,153.600000,108,26.110000,232.900000,85,19.800000,214.200000,92,9.640000,14.100000,4,3.810000,0,True.
MO,45,510,398-2628,0,1,29,135.800000,104,23.090000,222.500000,101,18.910000,235.600000,92,10.600000,7.900000,6,2.130000,2,False.
AR,116,510,409-5519,0,0,0,160.700000,69,27.320000,146.800000,106,12.480000,287.800000,144,12.950000,8.200000,5,2.210000,0,False.
OH,146,408,391-8554,0,1,31,202.500000,91,34.430000,241.400000,108,20.520000,169.600000,77,7.630000,7.800000,2,2.110000,1,False.
WI,63,510,395-1693,0,1,34,152.200000,119,25.870000,227.100000,91,19.300000,195.700000,103,8.810000,12.300000,5,3.320000,1,False.
GA,133,510,393-3194,0,0,0,227.400000,90,38.660000,73.200000,135,6.220000,114.300000,99,5.140000,4.700000,7,1.270000,0,False.
KY,125,408,328-3402,0,0,0,191.600000,115,32.570000,205.600000,108,17.480000,210.200000,123,9.460000,9.200000,3,2.480000,2,False.
OH,72,510,411-4781,0,0,0,138.900000,111,23.610000,211.600000,102,17.990000,179.500000,91,8.080000,10.800000,3,2.920000,1,False.
TN,130,408,401-2581,0,0,0,127.000000,102,21.590000,206.900000,107,17.590000,231.700000,99,10.430000,6.100000,6,1.650000,0,False.
SD,97,415,385-1214,0,0,0,168.600000,87,28.660000,259.200000,105,22.030000,279.800000,123,12.590000,7.300000,4,1.970000,1,False.
NY,54,415,348-6853,0,0,0,286.600000,73,48.720000,223.200000,108,18.970000,203.700000,107,9.170000,11.500000,5,3.110000,1,True.
GA,160,415,341-8412,0,1,29,164.600000,121,27.980000,262.800000,108,22.340000,123.800000,131,5.570000,15.200000,4,4.100000,1,False.
TX,79,415,330-8142,0,0,0,144.000000,90,24.480000,135.800000,91,11.540000,212.400000,129,9.560000,13.000000,4,3.510000,1,False.
WV,92,415,361-1404,0,1,47,141.600000,95,24.070000,207.900000,130,17.670000,203.600000,95,9.160000,10.200000,11,2.750000,0,False.
MI,59,415,375-9671,0,0,0,204.300000,65,34.730000,247.300000,123,21.020000,214.700000,94,9.660000,12.000000,4,3.240000,1,False.
ND,132,510,372-1824,0,0,0,163.200000,80,27.740000,167.600000,90,14.250000,87.500000,90,3.940000,6.200000,10,1.670000,1,False.
NE,21,510,408-3606,0,0,0,225.000000,110,38.250000,244.200000,111,20.760000,221.200000,93,9.950000,10.700000,4,2.890000,0,False.
SD,93,415,333-3595,0,0,0,176.100000,103,29.940000,199.700000,130,16.970000,263.900000,96,11.880000,8.500000,6,2.300000,2,False.
NJ,147,415,379-7009,0,1,36,254.200000,78,43.210000,228.100000,105,19.390000,98.000000,125,4.410000,13.800000,7,3.730000,5,False.
AK,101,510,411-4940,0,0,0,174.900000,105,29.730000,262.000000,75,22.270000,210.000000,93,9.450000,8.500000,5,2.300000,1,False.
CT,125,415,409-7523,1,0,0,187.300000,118,31.840000,160.700000,111,13.660000,263.800000,112,11.870000,9.600000,2,2.590000,0,True.
CO,63,415,408-6725,0,0,0,211.800000,84,36.010000,230.900000,137,19.630000,217.100000,99,9.770000,10.700000,9,2.890000,3,False.
MD,107,415,350-2384,0,0,0,241.900000,102,41.120000,126.900000,117,10.790000,185.600000,92,8.350000,11.700000,6,3.160000,0,False.
ND,110,408,348-1706,0,0,0,196.100000,103,33.340000,199.700000,123,16.970000,135.900000,71,6.120000,12.900000,1,3.480000,3,False.
NH,83,415,415-6145,0,0,0,231.300000,100,39.320000,210.400000,84,17.880000,217.400000,106,9.780000,12.400000,2,3.350000,3,False.
MN,117,408,373-3731,0,0,0,161.600000,104,27.470000,196.300000,119,16.690000,294.800000,111,13.270000,13.800000,2,3.730000,1,False.
KY,124,415,341-3349,0,0,0,194.000000,103,32.980000,241.000000,116,20.490000,227.500000,153,10.240000,11.900000,5,3.210000,0,False.
NH,115,510,399-8859,0,0,0,109.700000,148,18.650000,223.800000,87,19.020000,240.300000,96,10.810000,15.400000,8,4.160000,3,False.
CO,156,408,377-4518,1,0,0,277.000000,119,47.090000,238.300000,106,20.260000,94.400000,96,4.250000,8.300000,3,2.240000,1,False.
KY,89,408,341-1594,0,0,0,192.100000,83,32.660000,163.600000,88,13.910000,169.700000,138,7.640000,6.100000,3,1.650000,0,False.
KY,72,415,418-8770,0,0,0,198.400000,147,33.730000,216.900000,121,18.440000,112.800000,125,5.080000,13.100000,4,3.540000,0,False.
IN,101,415,332-9118,0,1,42,209.200000,82,35.560000,159.700000,74,13.570000,181.600000,100,8.170000,9.500000,3,2.570000,0,False.
OR,53,415,386-1418,0,0,0,184.800000,98,31.420000,216.400000,125,18.390000,141.100000,116,6.350000,18.400000,3,4.970000,2,False.
SD,116,408,393-3535,0,0,0,167.800000,119,28.530000,142.000000,123,12.070000,190.700000,128,8.580000,7.300000,4,1.970000,2,False.
DE,78,408,328-9006,0,0,0,139.200000,140,23.660000,191.400000,113,16.270000,286.500000,125,12.890000,11.800000,3,3.190000,3,False.
OR,117,415,402-2482,0,1,17,221.300000,82,37.620000,167.600000,100,14.250000,262.700000,87,11.820000,4.400000,4,1.190000,0,False.
NE,56,510,408-4865,0,0,0,121.600000,84,20.670000,165.300000,115,14.050000,243.900000,95,10.980000,8.900000,2,2.400000,1,False.
OH,123,408,396-6247,0,1,39,270.400000,99,45.970000,245.100000,110,20.830000,108.900000,113,4.900000,15.400000,7,4.160000,1,False.
OH,127,408,396-9462,0,0,0,139.600000,94,23.730000,240.900000,112,20.480000,127.100000,88,5.720000,8.800000,4,2.380000,2,False.
AR,116,415,396-9279,0,1,23,253.000000,78,43.010000,138.900000,121,11.810000,277.800000,104,12.500000,11.800000,3,3.190000,2,False.
KS,138,510,363-8715,0,1,26,183.900000,83,31.260000,240.700000,93,20.460000,185.700000,125,8.360000,15.000000,3,4.050000,1,False.
TX,120,415,356-1358,0,0,0,203.300000,108,34.560000,259.900000,66,22.090000,115.900000,103,5.220000,7.800000,2,2.110000,3,False.
WI,102,408,360-7839,0,0,0,200.600000,106,34.100000,152.500000,127,12.960000,199.400000,128,8.970000,7.700000,2,2.080000,3,False.
OR,95,415,364-8774,0,0,0,167.600000,96,28.490000,176.000000,89,14.960000,250.900000,113,11.290000,13.400000,6,3.620000,2,False.
VA,102,408,348-5038,0,0,0,156.500000,67,26.610000,204.300000,103,17.370000,141.900000,72,6.390000,9.900000,2,2.670000,2,False.
AR,89,415,365-4728,0,1,25,215.100000,140,36.570000,197.400000,69,16.780000,162.100000,117,7.290000,10.600000,10,2.860000,1,False.
CT,50,408,351-9037,0,0,0,301.700000,82,51.290000,167.100000,118,14.200000,72.200000,89,3.250000,10.500000,6,2.840000,1,False.
OH,93,415,397-9184,0,1,42,152.300000,90,25.890000,267.500000,102,22.740000,266.900000,130,12.010000,11.300000,5,3.050000,7,False.
WY,68,510,398-4538,0,0,0,195.400000,116,33.220000,212.100000,101,18.030000,138.400000,134,6.230000,15.100000,11,4.080000,1,False.
IL,70,408,382-6827,0,0,0,208.700000,97,35.480000,275.500000,83,23.420000,182.500000,122,8.210000,8.000000,3,2.160000,2,False.
MO,138,415,408-1340,0,1,29,190.100000,87,32.320000,223.200000,123,18.970000,256.200000,130,11.530000,14.200000,6,3.830000,0,False.
DC,141,415,333-9511,0,1,37,185.400000,87,31.520000,178.500000,128,15.170000,218.300000,107,9.820000,8.000000,3,2.160000,4,False.
MA,112,415,358-7379,0,1,17,183.200000,95,31.140000,252.800000,125,21.490000,156.700000,95,7.050000,9.700000,3,2.620000,0,False.
NH,117,510,397-1766,1,0,0,54.200000,100,9.210000,303.200000,84,25.770000,171.800000,84,7.730000,8.600000,2,2.320000,1,True.
IA,1,408,331-2144,0,1,26,208.000000,115,35.360000,185.000000,113,15.730000,177.700000,144,8.000000,8.100000,9,2.190000,1,False.
AL,70,415,345-7014,0,0,0,230.300000,110,39.150000,77.900000,87,6.620000,247.100000,105,11.120000,13.200000,4,3.560000,1,False.
OR,87,510,395-1898,0,1,22,240.800000,102,40.940000,75.900000,106,6.450000,224.600000,115,10.110000,7.100000,3,1.920000,2,False.
WV,52,510,373-8920,0,1,21,195.700000,119,33.270000,106.200000,95,9.030000,157.400000,94,7.080000,5.300000,3,1.430000,2,False.
WA,97,408,373-8908,0,0,0,276.100000,82,46.940000,201.100000,106,17.090000,231.300000,73,10.410000,8.900000,4,2.400000,0,True.
